member_srl,gpo015,dsl015,sex000,dpo015,cto015,gpq015,dpq015,dsl001,cto016,dpo016,dpo087,gpq017,dpq088
108918458,88955.0,43.0,1.0,73.0,4.0,32347.27,30.42,0.0,4.0,73.0,121.67,13366.67,91.25
1173638,88232.0,137.0,1.0,121.67,2.0,44116.0,73.0,0.0,0.0,0.0,121.67,0.0,73.0
70010031,89044.0,123.0,1.0,60.83,5.0,37101.67,28.08,0.0,0.0,0.0,91.25,9111.43,73.0
42863471,93703.33,42.0,1.0,91.25,3.0,56222.0,60.83,0.0,1.0,182.5,91.25,18010.0,73.0
15574399,87380.0,58.0,1.0,121.67,2.0,24965.71,45.63,58.0,0.0,0.0,121.67,13460.0,33.18
9723813,85125.0,40.0,1.0,121.67,2.0,42562.5,73.0,331.0,0.0,0.0,91.25,12900.0,40.56
112708180,91610.0,85.0,1.0,121.67,2.0,45805.0,73.0,0.0,0.0,0.0,182.5,17540.0,52.14
111463974,91346.67,122.0,1.0,91.25,3.0,27404.0,33.18,0.0,2.0,121.67,52.14,15237.5,60.83
12656608,96970.0,99.0,1.0,121.67,2.0,32323.33,52.14,0.0,1.0,182.5,121.67,0.0,40.56
1900965,92080.0,96.0,1.0,91.25,3.0,46040.0,52.14,0.0,0.0,0.0,182.5,16930.0,121.67
1088649,87140.0,80.0,1.0,121.67,2.0,29046.67,52.14,0.0,0.0,0.0,182.5,12870.0,91.25
596064,86902.86,39.0,1.0,45.63,7.0,43451.43,24.33,18.0,0.0,0.0,121.67,13202.73,45.63
8264038,87175.0,30.0,1.0,73.0,4.0,34870.0,33.18,0.0,0.0,0.0,121.67,0.0,60.83
53353066,91821.67,55.0,1.0,52.14,6.0,45910.83,28.08,0.0,2.0,121.67,182.5,14261.67,52.14
106108208,96095.0,21.0,1.0,121.67,2.0,48047.5,73.0,0.0,0.0,0.0,91.25,21900.0,73.0
104971905,83355.0,106.0,1.0,121.67,2.0,41677.5,73.0,0.0,0.0,0.0,60.83,18948.0,73.0
6913293,88360.0,69.0,1.0,182.5,1.0,29453.33,91.25,0.0,0.0,0.0,91.25,0.0,91.25
40736613,92896.25,27.0,1.0,40.56,8.0,43715.88,20.28,0.0,0.0,0.0,121.67,19950.0,73.0
8016175,90410.0,96.0,1.0,182.5,1.0,45205.0,121.67,0.0,0.0,0.0,73.0,16015.0,121.67
3685106,80680.0,67.0,1.0,121.67,2.0,40340.0,73.0,0.0,0.0,0.0,121.67,11400.0,73.0
101517586,82160.0,81.0,1.0,182.5,1.0,41080.0,121.67,152.0,1.0,182.5,121.67,10355.0,24.33
110820306,88458.33,64.0,1.0,52.14,6.0,40826.92,26.07,274.0,0.0,0.0,28.08,15743.33,40.56
3461818,87653.33,173.0,1.0,91.25,3.0,52592.0,60.83,0.0,0.0,0.0,121.67,0.0,60.83
105460986,91603.33,80.0,1.0,52.14,6.0,45801.67,28.08,0.0,5.0,60.83,91.25,10724.0,0.0
13416013,86930.0,11.0,1.0,121.67,2.0,43465.0,73.0,0.0,3.0,91.25,91.25,0.0,33.18
24091222,96836.0,36.0,1.0,60.83,5.0,34584.29,24.33,0.0,10.0,33.18,73.0,17830.0,52.14
100545277,87686.67,14.0,1.0,36.5,9.0,41535.79,18.25,0.0,2.0,121.67,91.25,15501.5,73.0
1052326,82210.0,113.0,1.0,121.67,2.0,32884.0,60.83,0.0,0.0,0.0,121.67,0.0,121.67
16480886,85450.0,136.0,1.0,121.67,2.0,28483.33,52.14,0.0,3.0,91.25,182.5,14150.0,121.67
77050915,82010.0,140.0,1.0,121.67,2.0,41005.0,73.0,0.0,0.0,0.0,91.25,26980.0,52.14
101964626,90510.0,77.0,1.0,91.25,3.0,30170.0,36.5,0.0,0.0,0.0,121.67,0.0,0.0
4225173,78566.67,85.0,1.0,91.25,3.0,39283.33,52.14,0.0,5.0,60.83,91.25,15740.0,91.25
105300232,81190.0,133.0,1.0,73.0,4.0,32476.0,33.18,0.0,0.0,0.0,91.25,10698.0,91.25
55269972,93300.0,99.0,1.0,182.5,1.0,46650.0,121.67,0.0,0.0,0.0,182.5,0.0,52.14
143084,83580.0,95.0,1.0,121.67,2.0,27860.0,52.14,0.0,8.0,40.56,182.5,0.0,52.14
26619310,79970.0,65.0,1.0,73.0,4.0,31988.0,33.18,218.0,0.0,0.0,182.5,17423.1,60.83
104259629,85791.67,23.0,1.0,52.14,6.0,42895.83,28.08,0.0,1.0,182.5,121.67,14375.71,21.47
6011014,91000.0,122.0,1.0,182.5,1.0,45500.0,121.67,0.0,0.0,0.0,182.5,9900.0,121.67
101073100,83063.33,48.0,1.0,91.25,3.0,41531.67,52.14,113.0,6.0,52.14,60.83,14250.0,0.0
954029,86295.0,128.0,1.0,73.0,4.0,43147.5,40.56,0.0,5.0,60.83,33.18,0.0,45.63
33258383,89318.33,5.0,1.0,52.14,6.0,35727.33,22.81,0.0,6.0,52.14,73.0,15475.0,40.56
106485263,86220.0,155.0,1.0,182.5,1.0,43110.0,121.67,0.0,0.0,0.0,121.67,14500.0,36.5
35061512,93750.0,21.0,1.0,121.67,2.0,31250.0,52.14,0.0,5.0,60.83,182.5,0.0,121.67
13520415,87700.0,179.0,1.0,182.5,1.0,43850.0,121.67,184.0,0.0,0.0,73.0,10900.0,33.18
7134447,93860.0,89.0,1.0,182.5,1.0,23465.0,73.0,0.0,0.0,0.0,91.25,16405.0,18.25
40071729,90790.0,84.0,1.0,91.25,3.0,38910.0,45.63,0.0,0.0,0.0,182.5,12442.5,0.0
13768052,92720.0,82.0,1.0,182.5,1.0,30906.67,91.25,0.0,0.0,0.0,121.67,18017.09,0.0
21811329,86237.0,101.0,1.0,33.18,10.0,45387.89,18.25,282.0,15.0,22.81,52.14,16424.0,24.33
33495093,99870.0,51.0,1.0,182.5,1.0,33290.0,91.25,0.0,0.0,0.0,121.67,0.0,73.0
62330705,92503.33,4.0,1.0,91.25,3.0,46251.67,52.14,0.0,2.0,121.67,182.5,0.0,121.67
30149683,97740.0,98.0,1.0,121.67,2.0,39096.0,60.83,278.0,0.0,0.0,91.25,15446.0,182.5
109348435,94753.75,111.0,1.0,40.56,8.0,31584.58,14.6,0.0,8.0,40.56,182.5,14900.0,30.42
101198261,87050.0,96.0,1.0,121.67,2.0,43525.0,73.0,0.0,0.0,0.0,182.5,14057.5,0.0
18755955,84210.0,16.0,1.0,73.0,4.0,42105.0,40.56,0.0,1.0,182.5,73.0,15893.33,28.08
19936628,93723.33,7.0,1.0,91.25,3.0,40167.14,45.63,0.0,2.0,121.67,36.5,13600.0,40.56
107249031,85926.25,13.0,1.0,40.56,8.0,40435.88,20.28,0.0,2.0,121.67,52.14,19563.33,91.25
1459751,80022.5,20.0,1.0,40.56,8.0,49244.62,26.07,256.0,5.0,60.83,73.0,14886.67,73.0
18000955,79440.0,68.0,1.0,73.0,4.0,52960.0,52.14,0.0,3.0,91.25,73.0,14684.67,121.67
108155272,86585.0,39.0,1.0,73.0,4.0,38482.22,36.5,255.0,0.0,0.0,40.56,13943.5,0.0
3761188,94685.71,24.0,1.0,45.63,7.0,47342.86,24.33,0.0,0.0,0.0,52.14,0.0,60.83
106796991,92572.5,19.0,1.0,73.0,4.0,33662.73,30.42,0.0,2.0,121.67,73.0,13900.0,0.0
10210366,84474.29,19.0,1.0,45.63,7.0,34783.53,20.28,0.0,6.0,52.14,52.14,7455.0,73.0
4522645,87181.33,128.0,1.0,91.25,3.0,52308.8,60.83,0.0,1.0,182.5,182.5,13200.0,0.0
112330704,91175.0,163.0,1.0,121.67,2.0,45587.5,73.0,0.0,0.0,0.0,91.25,0.0,0.0
7724326,83800.0,58.0,1.0,182.5,1.0,41900.0,121.67,0.0,0.0,0.0,182.5,0.0,73.0
9097698,92280.0,110.0,1.0,182.5,1.0,46140.0,121.67,0.0,0.0,0.0,73.0,9900.0,0.0
103757907,85062.0,139.0,1.0,60.83,5.0,38664.55,30.42,0.0,0.0,0.0,73.0,17303.4,7.02
50473779,85166.0,4.0,1.0,33.18,10.0,50097.65,20.28,120.0,1.0,182.5,182.5,16736.0,73.0
106146476,95886.0,66.0,1.0,60.83,5.0,47943.0,33.18,0.0,3.0,91.25,182.5,21300.0,0.0
17043686,92898.25,27.0,1.0,40.56,8.0,35389.81,16.59,54.0,1.0,182.5,36.5,12744.0,28.08
32643550,85460.0,37.0,1.0,45.63,7.0,37388.75,21.47,282.0,0.0,0.0,26.07,15766.67,36.5
2413449,97740.0,11.0,1.0,182.5,1.0,32580.0,91.25,0.0,0.0,0.0,121.67,0.0,60.83
107372213,91168.0,13.0,1.0,60.83,5.0,37986.67,28.08,0.0,2.0,121.67,73.0,15438.46,0.0
11150476,83720.0,53.0,1.0,182.5,1.0,41860.0,121.67,0.0,0.0,0.0,52.14,0.0,60.83
29600031,84820.0,26.0,1.0,182.5,1.0,42410.0,121.67,0.0,0.0,0.0,73.0,11482.22,33.18
1714666,85311.25,118.0,1.0,40.56,8.0,42655.63,21.47,0.0,2.0,121.67,52.14,11150.0,13.04
101159544,81820.0,59.0,1.0,182.5,1.0,40910.0,121.67,0.0,0.0,0.0,91.25,0.0,121.67
14264152,79790.0,138.0,1.0,121.67,2.0,39895.0,73.0,0.0,0.0,0.0,91.25,0.0,40.56
101268631,81216.0,120.0,1.0,60.83,5.0,50760.0,40.56,0.0,8.0,40.56,182.5,17040.0,36.5
101334703,95266.67,112.0,1.0,91.25,3.0,57160.0,60.83,0.0,3.0,91.25,182.5,0.0,0.0
9836317,85741.43,118.0,1.0,45.63,7.0,37511.87,21.47,0.0,0.0,0.0,73.0,17010.0,0.0
4136552,96439.33,126.0,1.0,91.25,3.0,41331.14,45.63,0.0,6.0,52.14,182.5,0.0,0.0
16532678,93400.0,97.0,1.0,121.67,2.0,46700.0,73.0,0.0,0.0,0.0,0.0,0.0,60.83
8589413,93750.0,25.0,1.0,182.5,1.0,23437.5,73.0,0.0,0.0,0.0,52.14,8423.33,52.14
19893023,80065.0,39.0,1.0,40.56,8.0,33711.58,18.25,281.0,8.0,40.56,121.67,8210.0,21.47
106084478,93330.0,167.0,1.0,182.5,1.0,31110.0,91.25,0.0,0.0,0.0,121.67,16190.0,12.17
1834985,89050.0,50.0,1.0,33.18,10.0,31803.57,12.59,0.0,0.0,0.0,182.5,9900.0,30.42
41203093,92593.33,46.0,1.0,91.25,3.0,46296.67,52.14,0.0,1.0,182.5,0.0,0.0,73.0
38964583,83300.0,68.0,1.0,182.5,1.0,41650.0,121.67,0.0,0.0,0.0,52.14,10530.0,30.42
22611982,96513.33,31.0,1.0,91.25,3.0,41362.86,45.63,0.0,3.0,91.25,182.5,9900.0,0.0
1760309,94650.0,11.0,1.0,45.63,7.0,55212.5,28.08,0.0,0.0,0.0,182.5,17675.0,52.14
15020653,81073.33,30.0,1.0,91.25,3.0,18709.23,26.07,0.0,0.0,0.0,91.25,12280.0,73.0
7037596,97626.67,55.0,1.0,91.25,3.0,36610.0,40.56,0.0,1.0,182.5,182.5,16900.0,0.0
107932719,84253.33,69.0,1.0,91.25,3.0,50552.0,60.83,0.0,0.0,0.0,182.5,8455.0,0.0
1400853,86537.5,2.0,1.0,73.0,4.0,43268.75,40.56,0.0,0.0,0.0,182.5,0.0,121.67
58112271,78615.0,71.0,1.0,121.67,2.0,31446.0,60.83,0.0,0.0,0.0,91.25,0.0,121.67
7640085,84687.5,38.0,1.0,73.0,4.0,48392.86,45.63,113.0,0.0,0.0,0.0,16900.0,52.14
7095936,94457.5,141.0,1.0,73.0,4.0,47228.75,40.56,0.0,0.0,0.0,182.5,22494.0,0.0
102279904,81390.0,112.0,1.0,40.56,8.0,28309.57,15.21,0.0,1.0,182.5,52.14,18955.0,73.0
39444276,86243.17,4.0,1.0,28.08,12.0,51745.9,17.38,0.0,0.0,0.0,121.67,11301.25,91.25
100784470,97470.0,170.0,1.0,121.67,2.0,64980.0,91.25,0.0,0.0,0.0,91.25,0.0,45.63
5572980,77650.0,102.0,1.0,91.25,3.0,33278.57,45.63,0.0,0.0,0.0,91.25,21576.0,121.67
17164122,91800.0,33.0,1.0,182.5,1.0,45900.0,121.67,0.0,0.0,0.0,91.25,0.0,0.0
70149656,80920.0,95.0,1.0,182.5,1.0,40460.0,121.67,0.0,0.0,0.0,91.25,0.0,28.08
8695829,90448.33,21.0,1.0,52.14,6.0,45224.17,28.08,0.0,3.0,91.25,182.5,16184.29,0.0
51813096,80920.0,127.0,1.0,182.5,1.0,40460.0,121.67,0.0,0.0,0.0,73.0,0.0,52.14
1189134,90540.0,60.0,1.0,182.5,1.0,45270.0,121.67,0.0,0.0,0.0,182.5,15115.0,0.0
12222539,86823.0,31.0,1.0,33.18,10.0,54264.38,21.47,0.0,0.0,0.0,73.0,16065.0,20.28
1288361,95092.5,90.0,1.0,73.0,4.0,42263.33,36.5,225.0,3.0,91.25,0.0,15900.0,0.0
106171636,91353.33,54.0,1.0,91.25,3.0,39151.43,45.63,108.0,4.0,73.0,0.0,11096.67,0.0
77569531,89240.0,82.0,1.0,73.0,4.0,39662.22,36.5,282.0,2.0,121.67,0.0,15400.0,0.0
2111181,84146.0,133.0,1.0,60.83,5.0,42073.0,33.18,0.0,5.0,60.83,182.5,16000.0,0.0
36105342,84158.33,48.0,1.0,52.14,6.0,38842.31,26.07,282.0,16.0,21.47,182.5,13181.11,0.0
39305390,87565.0,4.0,1.0,121.67,2.0,35026.0,60.83,0.0,0.0,0.0,40.56,0.0,33.18
21066404,90450.0,134.0,1.0,182.5,1.0,30150.0,91.25,0.0,0.0,0.0,22.81,0.0,52.14
13163,93513.33,20.0,1.0,91.25,3.0,46756.67,52.14,0.0,6.0,52.14,121.67,0.0,182.5
1610697,87193.33,19.0,1.0,91.25,3.0,43596.67,52.14,345.0,0.0,0.0,0.0,17310.0,73.0
45084304,91050.0,125.0,1.0,121.67,2.0,45525.0,73.0,138.0,1.0,182.5,0.0,10600.0,0.0
10637864,87180.0,102.0,1.0,182.5,1.0,43590.0,121.67,0.0,0.0,0.0,182.5,13815.0,0.0
5259263,90470.0,100.0,1.0,121.67,2.0,45235.0,73.0,0.0,0.0,0.0,45.63,10900.0,182.5
100878122,78207.14,49.0,1.0,45.63,7.0,28813.16,18.25,0.0,7.0,45.63,121.67,9877.65,73.0
4508383,97800.0,47.0,1.0,121.67,2.0,48900.0,73.0,0.0,0.0,0.0,15.21,16485.0,121.67
22341504,85151.43,55.0,1.0,45.63,7.0,45850.77,26.07,0.0,2.0,121.67,121.67,13641.43,182.5
424563,92075.2,79.0,1.0,60.83,5.0,41852.36,30.42,264.0,2.0,121.67,0.0,13232.44,0.0
13054224,82653.33,24.0,1.0,91.25,3.0,49592.0,60.83,0.0,1.0,182.5,121.67,0.0,0.0
41422667,93805.0,94.0,1.0,121.67,2.0,37522.0,60.83,234.0,0.0,0.0,0.0,16400.0,0.0
100664915,87412.5,33.0,1.0,73.0,4.0,38850.0,36.5,0.0,0.0,0.0,24.33,19560.0,18.25
3616772,94800.0,110.0,1.0,121.67,2.0,47400.0,73.0,279.0,4.0,73.0,0.0,16900.0,0.0
3847144,88170.0,8.0,1.0,60.83,5.0,44085.0,33.18,57.0,0.0,0.0,182.5,9140.0,0.0
16559563,92160.0,172.0,1.0,52.14,6.0,32527.06,20.28,0.0,0.0,0.0,121.67,24710.88,0.0
18352358,83650.0,62.0,1.0,121.67,2.0,55766.67,91.25,0.0,1.0,182.5,121.67,15300.45,182.5
21975819,81597.5,157.0,1.0,73.0,4.0,36265.56,36.5,0.0,5.0,60.83,121.67,15167.5,0.0
75337287,85620.0,91.0,1.0,182.5,1.0,28540.0,91.25,0.0,0.0,0.0,73.0,0.0,0.0
109813275,92578.6,65.0,1.0,33.18,10.0,48725.58,18.25,0.0,1.0,182.5,182.5,14839.56,0.0
105154565,85294.29,18.0,1.0,45.63,7.0,42647.14,24.33,176.0,30.0,11.77,60.83,15957.14,91.25
105793723,78980.0,49.0,1.0,121.67,2.0,39490.0,73.0,0.0,3.0,91.25,182.5,0.0,40.56
9880217,92910.0,75.0,1.0,91.25,3.0,39818.57,45.63,276.0,0.0,0.0,0.0,11100.0,0.0
16784766,83394.0,7.0,1.0,60.83,5.0,52121.25,40.56,0.0,0.0,0.0,60.83,21198.0,33.18
4426893,89400.0,0.0,1.0,121.67,2.0,29800.0,52.14,0.0,0.0,0.0,91.25,0.0,0.0
67544597,93006.67,80.0,1.0,52.14,6.0,42926.15,26.07,125.0,4.0,73.0,0.0,16903.79,0.0
4366714,78306.67,115.0,1.0,91.25,3.0,78306.67,91.25,282.0,4.0,73.0,121.67,16342.5,91.25
105247536,81345.86,63.0,1.0,45.63,7.0,47451.75,28.08,0.0,0.0,0.0,121.67,17441.56,0.0
1478045,102860.0,85.0,1.0,182.5,1.0,51430.0,121.67,68.0,0.0,0.0,52.14,14900.0,45.63
67814374,100440.0,28.0,1.0,121.67,2.0,50220.0,73.0,236.0,0.0,0.0,182.5,11530.0,0.0
75160848,89504.0,74.0,1.0,60.83,5.0,37293.33,28.08,278.0,6.0,52.14,0.0,13740.0,0.0
2650624,87955.0,110.0,1.0,73.0,4.0,50260.0,45.63,261.0,9.0,36.5,0.0,15500.0,0.0
62016757,87850.0,104.0,1.0,91.25,3.0,52710.0,60.83,239.0,0.0,0.0,0.0,11087.78,0.0
70137404,83906.67,125.0,1.0,91.25,3.0,35960.0,45.63,0.0,0.0,0.0,182.5,0.0,0.0
1520070,81580.0,159.0,1.0,182.5,1.0,40790.0,121.67,0.0,0.0,0.0,91.25,13923.33,30.42
3224683,103400.0,123.0,1.0,121.67,2.0,51700.0,73.0,0.0,6.0,52.14,182.5,9900.0,121.67
909255,91260.0,192.0,1.0,182.5,1.0,45630.0,121.67,0.0,1.0,182.5,182.5,0.0,91.25
22192967,82160.0,37.0,1.0,121.67,2.0,41080.0,73.0,0.0,4.0,73.0,182.5,13405.0,0.0
5739444,86093.33,98.0,1.0,91.25,3.0,36897.14,45.63,159.0,0.0,0.0,0.0,15917.5,0.0
28539566,89720.0,43.0,1.0,91.25,3.0,38451.43,45.63,205.0,0.0,0.0,0.0,14400.0,0.0
10229511,99685.0,46.0,1.0,33.18,10.0,38340.38,13.52,0.0,3.0,91.25,33.18,14902.22,73.0
5061718,88335.0,86.0,1.0,73.0,4.0,44167.5,40.56,279.0,0.0,0.0,0.0,11566.67,0.0
21738376,89663.33,40.0,1.0,91.25,3.0,44831.67,52.14,184.0,0.0,0.0,0.0,17734.0,0.0
3634160,87000.0,152.0,1.0,182.5,1.0,43500.0,121.67,58.0,0.0,0.0,28.08,12853.0,17.38
69141591,83410.0,4.0,1.0,182.5,1.0,27803.33,91.25,0.0,0.0,0.0,91.25,9900.0,36.5
16774169,92300.57,27.0,1.0,45.63,7.0,46150.29,24.33,0.0,0.0,0.0,182.5,17496.0,0.0
3761658,102598.0,51.0,1.0,60.83,5.0,39460.77,26.07,0.0,1.0,182.5,121.67,13782.5,8.11
75244653,91447.0,109.0,1.0,73.0,4.0,52255.43,45.63,278.0,1.0,182.5,0.0,22500.0,0.0
1065867,88576.4,111.0,1.0,60.83,5.0,44288.2,33.18,162.0,0.0,0.0,0.0,18160.0,0.0
864423,100172.0,33.0,1.0,60.83,5.0,45532.73,30.42,0.0,0.0,0.0,182.5,14806.0,24.33
1851286,103710.0,125.0,1.0,91.25,3.0,38891.25,40.56,0.0,0.0,0.0,182.5,15915.0,52.14
101331809,89180.0,88.0,1.0,121.67,2.0,44590.0,73.0,105.0,0.0,0.0,0.0,0.0,0.0
5525063,99700.0,43.0,1.0,182.5,1.0,33233.33,91.25,0.0,3.0,91.25,182.5,7012.5,22.81
16083493,89700.0,47.0,1.0,182.5,1.0,29900.0,91.25,0.0,4.0,73.0,36.5,12595.0,0.0
129691,91276.67,93.0,1.0,91.25,3.0,34228.75,40.56,280.0,1.0,182.5,0.0,0.0,0.0
103089186,87540.0,131.0,1.0,91.25,3.0,43770.0,52.14,302.0,4.0,73.0,0.0,16118.24,0.0
18920109,88687.5,74.0,1.0,73.0,4.0,39416.67,36.5,283.0,0.0,0.0,0.0,13950.0,0.0
110105582,88170.0,54.0,1.0,121.67,2.0,44085.0,73.0,105.0,0.0,0.0,0.0,17223.33,0.0
69801838,86933.33,55.0,1.0,52.14,6.0,57955.56,36.5,0.0,0.0,0.0,45.63,10025.0,0.0
2621597,85800.0,104.0,1.0,182.5,1.0,28600.0,91.25,0.0,2.0,121.67,182.5,0.0,0.0
19863336,82580.0,36.0,1.0,121.67,2.0,33032.0,60.83,0.0,4.0,73.0,33.18,16340.0,13.52
22530504,83125.0,23.0,1.0,121.67,2.0,41562.5,73.0,0.0,5.0,60.83,182.5,18420.0,0.0
108278631,90624.0,75.0,1.0,60.83,5.0,50346.67,36.5,282.0,1.0,182.5,0.0,19025.0,0.0
13747062,102947.5,96.0,1.0,73.0,4.0,51473.75,40.56,0.0,4.0,73.0,60.83,15890.0,13.52
4017063,82722.0,20.0,1.0,60.83,5.0,59087.14,45.63,347.0,0.0,0.0,121.67,12581.67,0.0
29999611,90978.33,6.0,1.0,28.08,12.0,60652.22,19.21,0.0,3.0,91.25,121.67,15898.89,20.28
9119328,85910.0,83.0,1.0,73.0,4.0,42955.0,40.56,225.0,0.0,0.0,0.0,15510.0,0.0
19551499,80686.67,78.0,1.0,91.25,3.0,34580.0,45.63,0.0,0.0,0.0,52.14,0.0,13.52
2162228,99800.0,85.0,1.0,182.5,1.0,49900.0,121.67,0.0,0.0,0.0,33.18,0.0,60.83
63549220,89540.0,82.0,1.0,73.0,4.0,39795.56,36.5,71.0,5.0,60.83,0.0,0.0,0.0
14896775,81118.75,140.0,1.0,40.56,8.0,32447.5,17.38,283.0,0.0,0.0,91.25,15306.0,0.0
105356109,83208.57,46.0,1.0,45.63,7.0,41604.29,24.33,163.0,1.0,182.5,0.0,15098.89,121.67
3338195,87300.0,59.0,1.0,60.83,5.0,43650.0,33.18,276.0,2.0,121.67,0.0,17845.0,0.0
10430473,84200.0,42.0,1.0,182.5,1.0,42100.0,121.67,19.0,4.0,73.0,182.5,9900.0,0.0
6265404,76500.0,115.0,1.0,121.67,2.0,30600.0,60.83,0.0,11.0,30.42,91.25,18190.0,40.56
9514281,88286.67,72.0,1.0,91.25,3.0,44143.33,52.14,57.0,0.0,0.0,0.0,11448.0,0.0
21468420,81622.5,13.0,1.0,73.0,4.0,54415.0,52.14,0.0,0.0,0.0,182.5,11783.57,121.67
15136482,93920.0,40.0,1.0,121.67,2.0,37568.0,60.83,211.0,0.0,0.0,0.0,18008.33,0.0
104438925,95356.67,113.0,1.0,91.25,3.0,35758.75,40.56,247.0,0.0,0.0,0.0,9504.0,0.0
48082536,101466.67,51.0,1.0,91.25,3.0,30440.0,33.18,0.0,0.0,0.0,24.33,12895.0,91.25
740964,91800.0,87.0,1.0,121.67,2.0,45900.0,73.0,0.0,2.0,121.67,0.0,13167.0,0.0
104469941,81996.0,20.0,1.0,60.83,5.0,40998.0,33.18,0.0,1.0,182.5,91.25,23836.67,0.0
71802107,95683.0,66.0,1.0,73.0,4.0,47841.5,40.56,282.0,8.0,40.56,0.0,15869.0,0.0
16423174,94726.0,114.0,1.0,60.83,5.0,43057.27,30.42,282.0,7.0,45.63,0.0,10316.67,0.0
100430162,87992.5,128.0,1.0,73.0,4.0,35197.0,33.18,157.0,0.0,0.0,0.0,11920.0,0.0
106837673,82715.0,111.0,1.0,73.0,4.0,36762.22,36.5,0.0,0.0,0.0,0.0,10743.33,73.0
101759596,88423.33,26.0,1.0,91.25,3.0,22105.83,28.08,0.0,0.0,0.0,182.5,14050.0,0.0
27147386,91503.33,84.0,1.0,91.25,3.0,39215.71,45.63,0.0,5.0,60.83,0.0,13173.38,0.0
2301865,86190.0,128.0,1.0,73.0,4.0,49251.43,45.63,277.0,3.0,91.25,0.0,12228.57,0.0
24856305,81806.67,71.0,1.0,52.14,6.0,32722.67,22.81,0.0,1.0,182.5,73.0,0.0,0.0
25023664,91332.0,77.0,1.0,121.67,2.0,45666.0,73.0,0.0,2.0,121.67,0.0,20545.0,0.0
1494808,80055.0,173.0,1.0,121.67,2.0,40027.5,73.0,68.0,0.0,0.0,52.14,0.0,36.5
104846184,94860.0,121.0,1.0,91.25,3.0,35572.5,40.56,112.0,6.0,52.14,0.0,0.0,0.0
1516154,83360.0,44.0,1.0,182.5,1.0,41680.0,121.67,0.0,0.0,0.0,73.0,9900.0,0.0
110985676,88867.5,109.0,1.0,73.0,4.0,59245.0,52.14,203.0,0.0,0.0,0.0,12486.67,0.0
1202139,90000.0,182.0,1.0,121.67,2.0,36000.0,60.83,0.0,0.0,0.0,182.5,11148.33,0.0
1375618,85020.0,69.0,1.0,52.14,6.0,46374.55,30.42,0.0,0.0,0.0,0.0,0.0,91.25
40228821,76780.0,28.0,1.0,60.83,5.0,38390.0,33.18,0.0,0.0,0.0,121.67,20974.55,91.25
64737559,87325.0,50.0,1.0,73.0,4.0,34930.0,33.18,164.0,0.0,0.0,0.0,15142.94,0.0
21429158,95900.0,46.0,1.0,182.5,1.0,47950.0,121.67,0.0,0.0,0.0,182.5,9900.0,0.0
101322312,86680.0,22.0,1.0,52.14,6.0,43340.0,28.08,0.0,0.0,0.0,182.5,5450.0,0.0
56876350,79162.5,66.0,1.0,52.14,6.0,47497.5,33.18,108.0,6.0,52.14,182.5,15500.0,0.0
7757915,93352.5,97.0,1.0,73.0,4.0,53344.29,45.63,74.0,5.0,60.83,0.0,0.0,0.0
79552860,86426.67,109.0,1.0,52.14,6.0,39889.23,26.07,277.0,2.0,121.67,0.0,14866.67,0.0
108918066,90811.0,60.0,1.0,73.0,4.0,30270.33,28.08,62.0,6.0,52.14,0.0,13735.53,0.0
100090460,90150.0,65.0,1.0,45.63,7.0,30050.0,16.59,191.0,4.0,73.0,0.0,11940.0,0.0
9724192,96340.0,8.0,1.0,73.0,4.0,48170.0,40.56,0.0,10.0,33.18,52.14,17830.0,0.0
1429716,92455.0,106.0,1.0,121.67,2.0,36982.0,60.83,0.0,5.0,60.83,0.0,16810.0,0.0
27950328,88325.0,41.0,1.0,121.67,2.0,44162.5,73.0,278.0,13.0,26.07,0.0,16053.33,0.0
35432160,92650.0,30.0,1.0,121.67,2.0,37060.0,60.83,138.0,0.0,0.0,0.0,13933.33,0.0
2885577,88845.4,46.0,1.0,60.83,5.0,37018.92,28.08,158.0,0.0,0.0,0.0,13120.0,0.0
72943896,88605.0,110.0,1.0,52.14,6.0,40894.62,26.07,109.0,0.0,0.0,0.0,17558.57,0.0
108729206,92066.67,34.0,1.0,91.25,3.0,55240.0,60.83,257.0,1.0,182.5,0.0,15530.0,0.0
18586927,93728.18,42.0,1.0,30.42,11.0,51550.5,17.38,0.0,4.0,73.0,182.5,16865.0,0.0
11888012,87557.5,131.0,1.0,73.0,4.0,50032.86,45.63,281.0,10.0,33.18,0.0,15610.0,0.0
19757041,93650.0,80.0,1.0,121.67,2.0,37460.0,60.83,0.0,5.0,60.83,0.0,14065.0,0.0
109970901,85791.25,155.0,1.0,40.56,8.0,49023.57,24.33,0.0,3.0,91.25,182.5,11418.0,0.0
8217559,88275.0,84.0,1.0,121.67,2.0,35310.0,60.83,0.0,3.0,91.25,0.0,11130.0,0.0
4118212,93252.67,71.0,1.0,91.25,3.0,46626.33,52.14,0.0,5.0,60.83,0.0,15800.0,0.0
8144503,87760.0,74.0,1.0,121.67,2.0,43880.0,73.0,0.0,4.0,73.0,0.0,17540.0,0.0
16210371,88365.0,110.0,1.0,73.0,4.0,39273.33,36.5,278.0,0.0,0.0,0.0,0.0,0.0
29078412,93196.0,82.0,1.0,60.83,5.0,29123.75,21.47,281.0,8.0,40.56,0.0,19730.0,0.0
16723666,87823.33,99.0,1.0,91.25,3.0,43911.67,52.14,0.0,6.0,52.14,0.0,13195.0,0.0
