idx,feature,sym,code,category
1689,ssl097,ssl,097,Sporting Goods - Outdoor & Camping
1690,ssl098,ssl,098,Sporting Goods - Sports Equipment
1691,ssl099,ssl,099,Stationery - Arts & Hobbies
1692,ssl100,ssl,100,Stationery - Novelty
1693,ssl101,ssl,101,Stationery - Office Supplies
1694,ssl102,ssl,102,Toys - Baby Toys
1695,ssl103,ssl,103,Toys - Kids Toys
1696,ssl104,ssl,104,Toys - Kidult Toys
1697,ssl105,ssl,105,all
1698,ssl106,ssl,106,null
1699,aas001,aas,001,Accessory - Bag
1700,aas002,aas,002,Accessory - Other Accessory
1701,aas003,aas,003,Accessory - Suitcase
1702,aas004,aas,004,Accessory - Watch & Jewely & Glasses
1703,aas005,aas,005,Apparel - Baby Fashion
1704,aas006,aas,006,Apparel - Casual Clothes
1705,aas007,aas,007,Apparel - Men Clothes
1706,aas008,aas,008,Apparel - Sports Clothes
1707,aas009,aas,009,Apparel - Underwear & Homewear
1708,aas010,aas,010,Apparel - Women Clothes
1709,aas011,aas,011,Baby Convenience - Baby Home
1710,aas012,aas,012,Baby Convenience - Feeding Accessories
1711,aas013,aas,013,Baby Convenience - Nursery & Safety
1712,aas014,aas,014,Baby Convenience - Strollers & Carseats
1713,aas015,aas,015,Baby Core - Diapering
1714,aas016,aas,016,Baby Core - Formula
1715,aas017,aas,017,Baby Core - Wipes
1716,aas018,aas,018,Baby Necessaries - Baby Detergent
1717,aas019,aas,019,Baby Necessaries - Baby Foods
1718,aas020,aas,020,Baby Necessaries - Mom & Baby Care
1719,aas021,aas,021,Beauty - Fragrance
1720,aas022,aas,022,Beauty - Makeup
1721,aas023,aas,023,Beauty - Nailcare
1722,aas024,aas,024,Beauty - Skin Care
1723,aas025,aas,025,Beauty - Tools & Accessories
1724,aas026,aas,026,Beverages - Drinks
1725,aas027,aas,027,Beverages - Water
1726,aas028,aas,028,Books - Children Books
1727,aas029,aas,029,Books - Education Books
1728,aas030,aas,030,Books - Foreign Books
1729,aas031,aas,031,Books - General Books
1730,aas032,aas,032,Books - Other Media
1731,aas033,aas,033,Car Accessories - Car Charger & Others
1732,aas034,aas,034,Car Accessories - Car Electronics
1733,aas035,aas,035,Car Accessories - Car Interior & Exterior
1734,aas036,aas,036,Car Accessories - Car Tools & DIY
1735,aas037,aas,037,Computer & Digital - Cell Phone & Acc.
1736,aas038,aas,038,Computer & Digital - Computer
1737,aas039,aas,039,Computer & Digital - Digital
1738,aas040,aas,040,Computer & Digital - PC & Video Game
1739,aas041,aas,041,Domestic Travel - Accommodation_Boutique
1740,aas042,aas,042,Domestic Travel - Accommodation_Hotel
1741,aas043,aas,043,Domestic Travel - Accommodation_Instant Pension
1742,aas044,aas,044,Domestic Travel - Accommodation_Pension
1743,aas045,aas,045,Domestic Travel - Accommodation_Resort
1744,aas046,aas,046,Domestic Travel - Accommodation_Sub Pension
1745,aas047,aas,047,Domestic Travel - Air/Transportation
1746,aas048,aas,048,Domestic Travel - Car Rental
1747,aas049,aas,049,Domestic Travel - Package
1748,aas050,aas,050,Domestic Travel - Ticket/Pass
1749,aas051,aas,051,Electronics - AV
1750,aas052,aas,052,Electronics - Beauty Appliance
1751,aas053,aas,053,Electronics - Health Appliance
1752,aas054,aas,054,Electronics - Living Appliance
1753,aas055,aas,055,Electronics - Seasonal Appliance
1754,aas056,aas,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1755,aas057,aas,057,"Fresh, Cold & Frozen - Fresh"
1756,aas058,aas,058,Home - Bath Acc. & Household Cleaning
1757,aas059,aas,059,Home - Bedding & Handcraft & Curtain
1758,aas060,aas,060,Home - Furniture & Storage
1759,aas061,aas,061,Home - Home Deco
1760,aas062,aas,062,Home - Tools & Home Improvement
1761,aas063,aas,063,Household - Detergent
1762,aas064,aas,064,Household - Tissue
1763,aas065,aas,065,Kitchen - Cookware
1764,aas066,aas,066,Kitchen - Food Storage
1765,aas067,aas,067,Kitchen - Kitchen Accessories
1766,aas068,aas,068,Kitchen - Kitchen Appliance
1767,aas069,aas,069,Kitchen - Kitchen Disposable
1768,aas070,aas,070,Kitchen - Tableware
1769,aas071,aas,071,Kitchen - Tools & Gadgets
1770,aas072,aas,072,Meal & Healthy - Healthy food
1771,aas073,aas,073,Meal & Healthy - Meal Essentials
1772,aas074,aas,074,Overseas Travel - Accommodation
1773,aas075,aas,075,Overseas Travel - Air/Transportation
1774,aas076,aas,076,Overseas Travel - Car Rental
1775,aas077,aas,077,Overseas Travel - Package
1776,aas078,aas,078,Overseas Travel - Ticket/Pass
1777,aas079,aas,079,Personal Care - Adult Goods
1778,aas080,aas,080,Personal Care - Body Care
1779,aas081,aas,081,Personal Care - Digital Scale
1780,aas082,aas,082,Personal Care - Electric Toothbrush
1781,aas083,aas,083,Personal Care - Hair Care
1782,aas084,aas,084,Personal Care - Health Care
1783,aas085,aas,085,Personal Care - Hygienic Care
1784,aas086,aas,086,Personal Care - Oral Care
1785,aas087,aas,087,Pet - Cat Food
1786,aas088,aas,088,Pet - Cat Supply
1787,aas089,aas,089,Pet - Dog Food
1788,aas090,aas,090,Pet - Dog Supply
1789,aas091,aas,091,Pet - Small Animals
1790,aas092,aas,092,Shoes - Fashion Shoes
1791,aas093,aas,093,Shoes - Sports Shoes
1792,aas094,aas,094,"Snacks, Coffee & Tea - Coffee & Tea"
1793,aas095,aas,095,"Snacks, Coffee & Tea - Snacks"
1794,aas096,aas,096,Sporting Goods - Exercise & Fitness
1795,aas097,aas,097,Sporting Goods - Outdoor & Camping
1796,aas098,aas,098,Sporting Goods - Sports Equipment
1797,aas099,aas,099,Stationery - Arts & Hobbies
1798,aas100,aas,100,Stationery - Novelty
1799,aas101,aas,101,Stationery - Office Supplies
1800,aas102,aas,102,Toys - Baby Toys
1801,aas103,aas,103,Toys - Kids Toys
1802,aas104,aas,104,Toys - Kidult Toys
1803,aas105,aas,105,all
1804,aas106,aas,106,null
