idx,feature,sym,code,category
652,dsl014,dsl,014,Baby Convenience - Strollers & Carseats
653,dsl015,dsl,015,Baby Core - Diapering
654,dsl016,dsl,016,Baby Core - Formula
655,dsl017,dsl,017,Baby Core - Wipes
656,dsl018,dsl,018,Baby Necessaries - Baby Detergent
657,dsl019,dsl,019,Baby Necessaries - Baby Foods
658,dsl020,dsl,020,Baby Necessaries - Mom & Baby Care
659,dsl021,dsl,021,Beauty - Fragrance
660,dsl022,dsl,022,Beauty - Makeup
661,dsl023,dsl,023,Beauty - Nailcare
662,dsl024,dsl,024,Beauty - Skin Care
663,dsl025,dsl,025,Beauty - Tools & Accessories
664,dsl026,dsl,026,Beverages - Drinks
665,dsl027,dsl,027,Beverages - Water
666,dsl028,dsl,028,Books - Children Books
667,dsl029,dsl,029,Books - Education Books
668,dsl030,dsl,030,Books - Foreign Books
669,dsl031,dsl,031,Books - General Books
670,dsl032,dsl,032,Books - Other Media
671,dsl033,dsl,033,Car Accessories - Car Charger & Others
672,dsl034,dsl,034,Car Accessories - Car Electronics
673,dsl035,dsl,035,Car Accessories - Car Interior & Exterior
674,dsl036,dsl,036,Car Accessories - Car Tools & DIY
675,dsl037,dsl,037,Computer & Digital - Cell Phone & Acc.
676,dsl038,dsl,038,Computer & Digital - Computer
677,dsl039,dsl,039,Computer & Digital - Digital
678,dsl040,dsl,040,Computer & Digital - PC & Video Game
679,dsl041,dsl,041,Domestic Travel - Accommodation_Boutique
680,dsl042,dsl,042,Domestic Travel - Accommodation_Hotel
681,dsl043,dsl,043,Domestic Travel - Accommodation_Instant Pension
682,dsl044,dsl,044,Domestic Travel - Accommodation_Pension
683,dsl045,dsl,045,Domestic Travel - Accommodation_Resort
684,dsl046,dsl,046,Domestic Travel - Accommodation_Sub Pension
685,dsl047,dsl,047,Domestic Travel - Air/Transportation
686,dsl048,dsl,048,Domestic Travel - Car Rental
687,dsl049,dsl,049,Domestic Travel - Package
688,dsl050,dsl,050,Domestic Travel - Ticket/Pass
689,dsl051,dsl,051,Electronics - AV
690,dsl052,dsl,052,Electronics - Beauty Appliance
691,dsl053,dsl,053,Electronics - Health Appliance
692,dsl054,dsl,054,Electronics - Living Appliance
693,dsl055,dsl,055,Electronics - Seasonal Appliance
694,dsl056,dsl,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
695,dsl057,dsl,057,"Fresh, Cold & Frozen - Fresh"
696,dsl058,dsl,058,Home - Bath Acc. & Household Cleaning
697,dsl059,dsl,059,Home - Bedding & Handcraft & Curtain
698,dsl060,dsl,060,Home - Furniture & Storage
699,dsl061,dsl,061,Home - Home Deco
700,dsl062,dsl,062,Home - Tools & Home Improvement
701,dsl063,dsl,063,Household - Detergent
702,dsl064,dsl,064,Household - Tissue
703,dsl065,dsl,065,Kitchen - Cookware
704,dsl066,dsl,066,Kitchen - Food Storage
705,dsl067,dsl,067,Kitchen - Kitchen Accessories
706,dsl068,dsl,068,Kitchen - Kitchen Appliance
707,dsl069,dsl,069,Kitchen - Kitchen Disposable
708,dsl070,dsl,070,Kitchen - Tableware
709,dsl071,dsl,071,Kitchen - Tools & Gadgets
710,dsl072,dsl,072,Meal & Healthy - Healthy food
711,dsl073,dsl,073,Meal & Healthy - Meal Essentials
712,dsl074,dsl,074,Overseas Travel - Accommodation
713,dsl075,dsl,075,Overseas Travel - Air/Transportation
714,dsl076,dsl,076,Overseas Travel - Car Rental
715,dsl077,dsl,077,Overseas Travel - Package
716,dsl078,dsl,078,Overseas Travel - Ticket/Pass
717,dsl079,dsl,079,Personal Care - Adult Goods
718,dsl080,dsl,080,Personal Care - Body Care
719,dsl081,dsl,081,Personal Care - Digital Scale
720,dsl082,dsl,082,Personal Care - Electric Toothbrush
721,dsl083,dsl,083,Personal Care - Hair Care
722,dsl084,dsl,084,Personal Care - Health Care
723,dsl085,dsl,085,Personal Care - Hygienic Care
724,dsl086,dsl,086,Personal Care - Oral Care
725,dsl087,dsl,087,Pet - Cat Food
726,dsl088,dsl,088,Pet - Cat Supply
727,dsl089,dsl,089,Pet - Dog Food
728,dsl090,dsl,090,Pet - Dog Supply
729,dsl091,dsl,091,Pet - Small Animals
730,dsl092,dsl,092,Shoes - Fashion Shoes
731,dsl093,dsl,093,Shoes - Sports Shoes
732,dsl094,dsl,094,"Snacks, Coffee & Tea - Coffee & Tea"
733,dsl095,dsl,095,"Snacks, Coffee & Tea - Snacks"
734,dsl096,dsl,096,Sporting Goods - Exercise & Fitness
735,dsl097,dsl,097,Sporting Goods - Outdoor & Camping
736,dsl098,dsl,098,Sporting Goods - Sports Equipment
737,dsl099,dsl,099,Stationery - Arts & Hobbies
738,dsl100,dsl,100,Stationery - Novelty
739,dsl101,dsl,101,Stationery - Office Supplies
740,dsl102,dsl,102,Toys - Baby Toys
741,dsl103,dsl,103,Toys - Kids Toys
742,dsl104,dsl,104,Toys - Kidult Toys
743,dsl105,dsl,105,all
744,dsl106,dsl,106,null
745,gpo001,gpo,001,Accessory - Bag
746,gpo002,gpo,002,Accessory - Other Accessory
747,gpo003,gpo,003,Accessory - Suitcase
748,gpo004,gpo,004,Accessory - Watch & Jewely & Glasses
749,gpo005,gpo,005,Apparel - Baby Fashion
750,gpo006,gpo,006,Apparel - Casual Clothes
751,gpo007,gpo,007,Apparel - Men Clothes
752,gpo008,gpo,008,Apparel - Sports Clothes
753,gpo009,gpo,009,Apparel - Underwear & Homewear
754,gpo010,gpo,010,Apparel - Women Clothes
755,gpo011,gpo,011,Baby Convenience - Baby Home
756,gpo012,gpo,012,Baby Convenience - Feeding Accessories
757,gpo013,gpo,013,Baby Convenience - Nursery & Safety
758,gpo014,gpo,014,Baby Convenience - Strollers & Carseats
759,gpo015,gpo,015,Baby Core - Diapering
760,gpo016,gpo,016,Baby Core - Formula
761,gpo017,gpo,017,Baby Core - Wipes
762,gpo018,gpo,018,Baby Necessaries - Baby Detergent
763,gpo019,gpo,019,Baby Necessaries - Baby Foods
764,gpo020,gpo,020,Baby Necessaries - Mom & Baby Care
765,gpo021,gpo,021,Beauty - Fragrance
766,gpo022,gpo,022,Beauty - Makeup
767,gpo023,gpo,023,Beauty - Nailcare
768,gpo024,gpo,024,Beauty - Skin Care
769,gpo025,gpo,025,Beauty - Tools & Accessories
770,gpo026,gpo,026,Beverages - Drinks
771,gpo027,gpo,027,Beverages - Water
772,gpo028,gpo,028,Books - Children Books
773,gpo029,gpo,029,Books - Education Books
774,gpo030,gpo,030,Books - Foreign Books
775,gpo031,gpo,031,Books - General Books
776,gpo032,gpo,032,Books - Other Media
777,gpo033,gpo,033,Car Accessories - Car Charger & Others
778,gpo034,gpo,034,Car Accessories - Car Electronics
779,gpo035,gpo,035,Car Accessories - Car Interior & Exterior
780,gpo036,gpo,036,Car Accessories - Car Tools & DIY
781,gpo037,gpo,037,Computer & Digital - Cell Phone & Acc.
782,gpo038,gpo,038,Computer & Digital - Computer
783,gpo039,gpo,039,Computer & Digital - Digital
784,gpo040,gpo,040,Computer & Digital - PC & Video Game
785,gpo041,gpo,041,Domestic Travel - Accommodation_Boutique
786,gpo042,gpo,042,Domestic Travel - Accommodation_Hotel
787,gpo043,gpo,043,Domestic Travel - Accommodation_Instant Pension
788,gpo044,gpo,044,Domestic Travel - Accommodation_Pension
789,gpo045,gpo,045,Domestic Travel - Accommodation_Resort
790,gpo046,gpo,046,Domestic Travel - Accommodation_Sub Pension
791,gpo047,gpo,047,Domestic Travel - Air/Transportation
792,gpo048,gpo,048,Domestic Travel - Car Rental
793,gpo049,gpo,049,Domestic Travel - Package
794,gpo050,gpo,050,Domestic Travel - Ticket/Pass
795,gpo051,gpo,051,Electronics - AV
796,gpo052,gpo,052,Electronics - Beauty Appliance
797,gpo053,gpo,053,Electronics - Health Appliance
798,gpo054,gpo,054,Electronics - Living Appliance
799,gpo055,gpo,055,Electronics - Seasonal Appliance
800,gpo056,gpo,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
801,gpo057,gpo,057,"Fresh, Cold & Frozen - Fresh"
802,gpo058,gpo,058,Home - Bath Acc. & Household Cleaning
803,gpo059,gpo,059,Home - Bedding & Handcraft & Curtain
804,gpo060,gpo,060,Home - Furniture & Storage
805,gpo061,gpo,061,Home - Home Deco
806,gpo062,gpo,062,Home - Tools & Home Improvement
807,gpo063,gpo,063,Household - Detergent
808,gpo064,gpo,064,Household - Tissue
809,gpo065,gpo,065,Kitchen - Cookware
810,gpo066,gpo,066,Kitchen - Food Storage
811,gpo067,gpo,067,Kitchen - Kitchen Accessories
812,gpo068,gpo,068,Kitchen - Kitchen Appliance
813,gpo069,gpo,069,Kitchen - Kitchen Disposable
814,gpo070,gpo,070,Kitchen - Tableware
815,gpo071,gpo,071,Kitchen - Tools & Gadgets
816,gpo072,gpo,072,Meal & Healthy - Healthy food
817,gpo073,gpo,073,Meal & Healthy - Meal Essentials
818,gpo074,gpo,074,Overseas Travel - Accommodation
819,gpo075,gpo,075,Overseas Travel - Air/Transportation
820,gpo076,gpo,076,Overseas Travel - Car Rental
821,gpo077,gpo,077,Overseas Travel - Package
822,gpo078,gpo,078,Overseas Travel - Ticket/Pass
823,gpo079,gpo,079,Personal Care - Adult Goods
824,gpo080,gpo,080,Personal Care - Body Care
825,gpo081,gpo,081,Personal Care - Digital Scale
826,gpo082,gpo,082,Personal Care - Electric Toothbrush
827,gpo083,gpo,083,Personal Care - Hair Care
828,gpo084,gpo,084,Personal Care - Health Care
829,gpo085,gpo,085,Personal Care - Hygienic Care
830,gpo086,gpo,086,Personal Care - Oral Care
831,gpo087,gpo,087,Pet - Cat Food
832,gpo088,gpo,088,Pet - Cat Supply
833,gpo089,gpo,089,Pet - Dog Food
834,gpo090,gpo,090,Pet - Dog Supply
835,gpo091,gpo,091,Pet - Small Animals
836,gpo092,gpo,092,Shoes - Fashion Shoes
837,gpo093,gpo,093,Shoes - Sports Shoes
838,gpo094,gpo,094,"Snacks, Coffee & Tea - Coffee & Tea"
839,gpo095,gpo,095,"Snacks, Coffee & Tea - Snacks"
840,gpo096,gpo,096,Sporting Goods - Exercise & Fitness
841,gpo097,gpo,097,Sporting Goods - Outdoor & Camping
842,gpo098,gpo,098,Sporting Goods - Sports Equipment
843,gpo099,gpo,099,Stationery - Arts & Hobbies
844,gpo100,gpo,100,Stationery - Novelty
845,gpo101,gpo,101,Stationery - Office Supplies
846,gpo102,gpo,102,Toys - Baby Toys
847,gpo103,gpo,103,Toys - Kids Toys
848,gpo104,gpo,104,Toys - Kidult Toys
849,gpo105,gpo,105,all
850,gpo106,gpo,106,null
851,gpq001,gpq,001,Accessory - Bag
852,gpq002,gpq,002,Accessory - Other Accessory
853,gpq003,gpq,003,Accessory - Suitcase
854,gpq004,gpq,004,Accessory - Watch & Jewely & Glasses
855,gpq005,gpq,005,Apparel - Baby Fashion
856,gpq006,gpq,006,Apparel - Casual Clothes
857,gpq007,gpq,007,Apparel - Men Clothes
858,gpq008,gpq,008,Apparel - Sports Clothes
859,gpq009,gpq,009,Apparel - Underwear & Homewear
860,gpq010,gpq,010,Apparel - Women Clothes
861,gpq011,gpq,011,Baby Convenience - Baby Home
862,gpq012,gpq,012,Baby Convenience - Feeding Accessories
863,gpq013,gpq,013,Baby Convenience - Nursery & Safety
864,gpq014,gpq,014,Baby Convenience - Strollers & Carseats
865,gpq015,gpq,015,Baby Core - Diapering
866,gpq016,gpq,016,Baby Core - Formula
867,gpq017,gpq,017,Baby Core - Wipes
868,gpq018,gpq,018,Baby Necessaries - Baby Detergent
869,gpq019,gpq,019,Baby Necessaries - Baby Foods
870,gpq020,gpq,020,Baby Necessaries - Mom & Baby Care
871,gpq021,gpq,021,Beauty - Fragrance
872,gpq022,gpq,022,Beauty - Makeup
873,gpq023,gpq,023,Beauty - Nailcare
874,gpq024,gpq,024,Beauty - Skin Care
875,gpq025,gpq,025,Beauty - Tools & Accessories
876,gpq026,gpq,026,Beverages - Drinks
877,gpq027,gpq,027,Beverages - Water
878,gpq028,gpq,028,Books - Children Books
879,gpq029,gpq,029,Books - Education Books
880,gpq030,gpq,030,Books - Foreign Books
881,gpq031,gpq,031,Books - General Books
882,gpq032,gpq,032,Books - Other Media
883,gpq033,gpq,033,Car Accessories - Car Charger & Others
884,gpq034,gpq,034,Car Accessories - Car Electronics
885,gpq035,gpq,035,Car Accessories - Car Interior & Exterior
886,gpq036,gpq,036,Car Accessories - Car Tools & DIY
887,gpq037,gpq,037,Computer & Digital - Cell Phone & Acc.
888,gpq038,gpq,038,Computer & Digital - Computer
889,gpq039,gpq,039,Computer & Digital - Digital
890,gpq040,gpq,040,Computer & Digital - PC & Video Game
891,gpq041,gpq,041,Domestic Travel - Accommodation_Boutique
892,gpq042,gpq,042,Domestic Travel - Accommodation_Hotel
893,gpq043,gpq,043,Domestic Travel - Accommodation_Instant Pension
894,gpq044,gpq,044,Domestic Travel - Accommodation_Pension
895,gpq045,gpq,045,Domestic Travel - Accommodation_Resort
896,gpq046,gpq,046,Domestic Travel - Accommodation_Sub Pension
897,gpq047,gpq,047,Domestic Travel - Air/Transportation
898,gpq048,gpq,048,Domestic Travel - Car Rental
899,gpq049,gpq,049,Domestic Travel - Package
900,gpq050,gpq,050,Domestic Travel - Ticket/Pass
901,gpq051,gpq,051,Electronics - AV
902,gpq052,gpq,052,Electronics - Beauty Appliance
903,gpq053,gpq,053,Electronics - Health Appliance
904,gpq054,gpq,054,Electronics - Living Appliance
905,gpq055,gpq,055,Electronics - Seasonal Appliance
906,gpq056,gpq,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
907,gpq057,gpq,057,"Fresh, Cold & Frozen - Fresh"
908,gpq058,gpq,058,Home - Bath Acc. & Household Cleaning
909,gpq059,gpq,059,Home - Bedding & Handcraft & Curtain
910,gpq060,gpq,060,Home - Furniture & Storage
911,gpq061,gpq,061,Home - Home Deco
912,gpq062,gpq,062,Home - Tools & Home Improvement
913,gpq063,gpq,063,Household - Detergent
914,gpq064,gpq,064,Household - Tissue
915,gpq065,gpq,065,Kitchen - Cookware
916,gpq066,gpq,066,Kitchen - Food Storage
917,gpq067,gpq,067,Kitchen - Kitchen Accessories
918,gpq068,gpq,068,Kitchen - Kitchen Appliance
919,gpq069,gpq,069,Kitchen - Kitchen Disposable
920,gpq070,gpq,070,Kitchen - Tableware
921,gpq071,gpq,071,Kitchen - Tools & Gadgets
922,gpq072,gpq,072,Meal & Healthy - Healthy food
923,gpq073,gpq,073,Meal & Healthy - Meal Essentials
924,gpq074,gpq,074,Overseas Travel - Accommodation
925,gpq075,gpq,075,Overseas Travel - Air/Transportation
926,gpq076,gpq,076,Overseas Travel - Car Rental
927,gpq077,gpq,077,Overseas Travel - Package
928,gpq078,gpq,078,Overseas Travel - Ticket/Pass
929,gpq079,gpq,079,Personal Care - Adult Goods
930,gpq080,gpq,080,Personal Care - Body Care
931,gpq081,gpq,081,Personal Care - Digital Scale
932,gpq082,gpq,082,Personal Care - Electric Toothbrush
933,gpq083,gpq,083,Personal Care - Hair Care
934,gpq084,gpq,084,Personal Care - Health Care
935,gpq085,gpq,085,Personal Care - Hygienic Care
936,gpq086,gpq,086,Personal Care - Oral Care
937,gpq087,gpq,087,Pet - Cat Food
938,gpq088,gpq,088,Pet - Cat Supply
939,gpq089,gpq,089,Pet - Dog Food
940,gpq090,gpq,090,Pet - Dog Supply
941,gpq091,gpq,091,Pet - Small Animals
942,gpq092,gpq,092,Shoes - Fashion Shoes
943,gpq093,gpq,093,Shoes - Sports Shoes
944,gpq094,gpq,094,"Snacks, Coffee & Tea - Coffee & Tea"
945,gpq095,gpq,095,"Snacks, Coffee & Tea - Snacks"
946,gpq096,gpq,096,Sporting Goods - Exercise & Fitness
947,gpq097,gpq,097,Sporting Goods - Outdoor & Camping
948,gpq098,gpq,098,Sporting Goods - Sports Equipment
949,gpq099,gpq,099,Stationery - Arts & Hobbies
950,gpq100,gpq,100,Stationery - Novelty
951,gpq101,gpq,101,Stationery - Office Supplies
952,gpq102,gpq,102,Toys - Baby Toys
953,gpq103,gpq,103,Toys - Kids Toys
954,gpq104,gpq,104,Toys - Kidult Toys
955,gpq105,gpq,105,all
956,gpq106,gpq,106,null
957,gpd001,gpd,001,Accessory - Bag
958,gpd002,gpd,002,Accessory - Other Accessory
959,gpd003,gpd,003,Accessory - Suitcase
960,gpd004,gpd,004,Accessory - Watch & Jewely & Glasses
961,gpd005,gpd,005,Apparel - Baby Fashion
962,gpd006,gpd,006,Apparel - Casual Clothes
963,gpd007,gpd,007,Apparel - Men Clothes
964,gpd008,gpd,008,Apparel - Sports Clothes
965,gpd009,gpd,009,Apparel - Underwear & Homewear
966,gpd010,gpd,010,Apparel - Women Clothes
967,gpd011,gpd,011,Baby Convenience - Baby Home
968,gpd012,gpd,012,Baby Convenience - Feeding Accessories
969,gpd013,gpd,013,Baby Convenience - Nursery & Safety
970,gpd014,gpd,014,Baby Convenience - Strollers & Carseats
971,gpd015,gpd,015,Baby Core - Diapering
972,gpd016,gpd,016,Baby Core - Formula
973,gpd017,gpd,017,Baby Core - Wipes
974,gpd018,gpd,018,Baby Necessaries - Baby Detergent
975,gpd019,gpd,019,Baby Necessaries - Baby Foods
976,gpd020,gpd,020,Baby Necessaries - Mom & Baby Care
977,gpd021,gpd,021,Beauty - Fragrance
978,gpd022,gpd,022,Beauty - Makeup
979,gpd023,gpd,023,Beauty - Nailcare
980,gpd024,gpd,024,Beauty - Skin Care
981,gpd025,gpd,025,Beauty - Tools & Accessories
982,gpd026,gpd,026,Beverages - Drinks
983,gpd027,gpd,027,Beverages - Water
984,gpd028,gpd,028,Books - Children Books
985,gpd029,gpd,029,Books - Education Books
986,gpd030,gpd,030,Books - Foreign Books
987,gpd031,gpd,031,Books - General Books
988,gpd032,gpd,032,Books - Other Media
989,gpd033,gpd,033,Car Accessories - Car Charger & Others
990,gpd034,gpd,034,Car Accessories - Car Electronics
991,gpd035,gpd,035,Car Accessories - Car Interior & Exterior
992,gpd036,gpd,036,Car Accessories - Car Tools & DIY
993,gpd037,gpd,037,Computer & Digital - Cell Phone & Acc.
994,gpd038,gpd,038,Computer & Digital - Computer
995,gpd039,gpd,039,Computer & Digital - Digital
996,gpd040,gpd,040,Computer & Digital - PC & Video Game
997,gpd041,gpd,041,Domestic Travel - Accommodation_Boutique
998,gpd042,gpd,042,Domestic Travel - Accommodation_Hotel
999,gpd043,gpd,043,Domestic Travel - Accommodation_Instant Pension
1000,gpd044,gpd,044,Domestic Travel - Accommodation_Pension
1001,gpd045,gpd,045,Domestic Travel - Accommodation_Resort
1002,gpd046,gpd,046,Domestic Travel - Accommodation_Sub Pension
1003,gpd047,gpd,047,Domestic Travel - Air/Transportation
1004,gpd048,gpd,048,Domestic Travel - Car Rental
1005,gpd049,gpd,049,Domestic Travel - Package
1006,gpd050,gpd,050,Domestic Travel - Ticket/Pass
1007,gpd051,gpd,051,Electronics - AV
1008,gpd052,gpd,052,Electronics - Beauty Appliance
1009,gpd053,gpd,053,Electronics - Health Appliance
1010,gpd054,gpd,054,Electronics - Living Appliance
1011,gpd055,gpd,055,Electronics - Seasonal Appliance
1012,gpd056,gpd,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1013,gpd057,gpd,057,"Fresh, Cold & Frozen - Fresh"
1014,gpd058,gpd,058,Home - Bath Acc. & Household Cleaning
1015,gpd059,gpd,059,Home - Bedding & Handcraft & Curtain
1016,gpd060,gpd,060,Home - Furniture & Storage
1017,gpd061,gpd,061,Home - Home Deco
1018,gpd062,gpd,062,Home - Tools & Home Improvement
1019,gpd063,gpd,063,Household - Detergent
1020,gpd064,gpd,064,Household - Tissue
1021,gpd065,gpd,065,Kitchen - Cookware
1022,gpd066,gpd,066,Kitchen - Food Storage
1023,gpd067,gpd,067,Kitchen - Kitchen Accessories
1024,gpd068,gpd,068,Kitchen - Kitchen Appliance
1025,gpd069,gpd,069,Kitchen - Kitchen Disposable
1026,gpd070,gpd,070,Kitchen - Tableware
1027,gpd071,gpd,071,Kitchen - Tools & Gadgets
1028,gpd072,gpd,072,Meal & Healthy - Healthy food
1029,gpd073,gpd,073,Meal & Healthy - Meal Essentials
1030,gpd074,gpd,074,Overseas Travel - Accommodation
1031,gpd075,gpd,075,Overseas Travel - Air/Transportation
1032,gpd076,gpd,076,Overseas Travel - Car Rental
1033,gpd077,gpd,077,Overseas Travel - Package
1034,gpd078,gpd,078,Overseas Travel - Ticket/Pass
1035,gpd079,gpd,079,Personal Care - Adult Goods
1036,gpd080,gpd,080,Personal Care - Body Care
1037,gpd081,gpd,081,Personal Care - Digital Scale
1038,gpd082,gpd,082,Personal Care - Electric Toothbrush
1039,gpd083,gpd,083,Personal Care - Hair Care
1040,gpd084,gpd,084,Personal Care - Health Care
1041,gpd085,gpd,085,Personal Care - Hygienic Care
1042,gpd086,gpd,086,Personal Care - Oral Care
1043,gpd087,gpd,087,Pet - Cat Food
1044,gpd088,gpd,088,Pet - Cat Supply
1045,gpd089,gpd,089,Pet - Dog Food
1046,gpd090,gpd,090,Pet - Dog Supply
1047,gpd091,gpd,091,Pet - Small Animals
1048,gpd092,gpd,092,Shoes - Fashion Shoes
1049,gpd093,gpd,093,Shoes - Sports Shoes
1050,gpd094,gpd,094,"Snacks, Coffee & Tea - Coffee & Tea"
1051,gpd095,gpd,095,"Snacks, Coffee & Tea - Snacks"
1052,gpd096,gpd,096,Sporting Goods - Exercise & Fitness
1053,gpd097,gpd,097,Sporting Goods - Outdoor & Camping
1054,gpd098,gpd,098,Sporting Goods - Sports Equipment
1055,gpd099,gpd,099,Stationery - Arts & Hobbies
1056,gpd100,gpd,100,Stationery - Novelty
1057,gpd101,gpd,101,Stationery - Office Supplies
1058,gpd102,gpd,102,Toys - Baby Toys
1059,gpd103,gpd,103,Toys - Kids Toys
1060,gpd104,gpd,104,Toys - Kidult Toys
1061,gpd105,gpd,105,all
1062,gpd106,gpd,106,null
1063,vpo001,vpo,001,Accessory - Bag
1064,vpo002,vpo,002,Accessory - Other Accessory
1065,vpo003,vpo,003,Accessory - Suitcase
1066,vpo004,vpo,004,Accessory - Watch & Jewely & Glasses
1067,vpo005,vpo,005,Apparel - Baby Fashion
1068,vpo006,vpo,006,Apparel - Casual Clothes
1069,vpo007,vpo,007,Apparel - Men Clothes
1070,vpo008,vpo,008,Apparel - Sports Clothes
1071,vpo009,vpo,009,Apparel - Underwear & Homewear
1072,vpo010,vpo,010,Apparel - Women Clothes
1073,vpo011,vpo,011,Baby Convenience - Baby Home
1074,vpo012,vpo,012,Baby Convenience - Feeding Accessories
1075,vpo013,vpo,013,Baby Convenience - Nursery & Safety
1076,vpo014,vpo,014,Baby Convenience - Strollers & Carseats
1077,vpo015,vpo,015,Baby Core - Diapering
1078,vpo016,vpo,016,Baby Core - Formula
1079,vpo017,vpo,017,Baby Core - Wipes
1080,vpo018,vpo,018,Baby Necessaries - Baby Detergent
1081,vpo019,vpo,019,Baby Necessaries - Baby Foods
1082,vpo020,vpo,020,Baby Necessaries - Mom & Baby Care
1083,vpo021,vpo,021,Beauty - Fragrance
1084,vpo022,vpo,022,Beauty - Makeup
1085,vpo023,vpo,023,Beauty - Nailcare
1086,vpo024,vpo,024,Beauty - Skin Care
1087,vpo025,vpo,025,Beauty - Tools & Accessories
1088,vpo026,vpo,026,Beverages - Drinks
1089,vpo027,vpo,027,Beverages - Water
1090,vpo028,vpo,028,Books - Children Books
1091,vpo029,vpo,029,Books - Education Books
1092,vpo030,vpo,030,Books - Foreign Books
1093,vpo031,vpo,031,Books - General Books
1094,vpo032,vpo,032,Books - Other Media
1095,vpo033,vpo,033,Car Accessories - Car Charger & Others
1096,vpo034,vpo,034,Car Accessories - Car Electronics
1097,vpo035,vpo,035,Car Accessories - Car Interior & Exterior
1098,vpo036,vpo,036,Car Accessories - Car Tools & DIY
1099,vpo037,vpo,037,Computer & Digital - Cell Phone & Acc.
1100,vpo038,vpo,038,Computer & Digital - Computer
1101,vpo039,vpo,039,Computer & Digital - Digital
1102,vpo040,vpo,040,Computer & Digital - PC & Video Game
1103,vpo041,vpo,041,Domestic Travel - Accommodation_Boutique
1104,vpo042,vpo,042,Domestic Travel - Accommodation_Hotel
1105,vpo043,vpo,043,Domestic Travel - Accommodation_Instant Pension
1106,vpo044,vpo,044,Domestic Travel - Accommodation_Pension
1107,vpo045,vpo,045,Domestic Travel - Accommodation_Resort
1108,vpo046,vpo,046,Domestic Travel - Accommodation_Sub Pension
1109,vpo047,vpo,047,Domestic Travel - Air/Transportation
1110,vpo048,vpo,048,Domestic Travel - Car Rental
1111,vpo049,vpo,049,Domestic Travel - Package
1112,vpo050,vpo,050,Domestic Travel - Ticket/Pass
1113,vpo051,vpo,051,Electronics - AV
1114,vpo052,vpo,052,Electronics - Beauty Appliance
1115,vpo053,vpo,053,Electronics - Health Appliance
1116,vpo054,vpo,054,Electronics - Living Appliance
1117,vpo055,vpo,055,Electronics - Seasonal Appliance
1118,vpo056,vpo,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1119,vpo057,vpo,057,"Fresh, Cold & Frozen - Fresh"
1120,vpo058,vpo,058,Home - Bath Acc. & Household Cleaning
1121,vpo059,vpo,059,Home - Bedding & Handcraft & Curtain
1122,vpo060,vpo,060,Home - Furniture & Storage
1123,vpo061,vpo,061,Home - Home Deco
1124,vpo062,vpo,062,Home - Tools & Home Improvement
1125,vpo063,vpo,063,Household - Detergent
1126,vpo064,vpo,064,Household - Tissue
1127,vpo065,vpo,065,Kitchen - Cookware
1128,vpo066,vpo,066,Kitchen - Food Storage
1129,vpo067,vpo,067,Kitchen - Kitchen Accessories
1130,vpo068,vpo,068,Kitchen - Kitchen Appliance
1131,vpo069,vpo,069,Kitchen - Kitchen Disposable
1132,vpo070,vpo,070,Kitchen - Tableware
1133,vpo071,vpo,071,Kitchen - Tools & Gadgets
1134,vpo072,vpo,072,Meal & Healthy - Healthy food
1135,vpo073,vpo,073,Meal & Healthy - Meal Essentials
1136,vpo074,vpo,074,Overseas Travel - Accommodation
1137,vpo075,vpo,075,Overseas Travel - Air/Transportation
1138,vpo076,vpo,076,Overseas Travel - Car Rental
1139,vpo077,vpo,077,Overseas Travel - Package
1140,vpo078,vpo,078,Overseas Travel - Ticket/Pass
1141,vpo079,vpo,079,Personal Care - Adult Goods
1142,vpo080,vpo,080,Personal Care - Body Care
1143,vpo081,vpo,081,Personal Care - Digital Scale
1144,vpo082,vpo,082,Personal Care - Electric Toothbrush
1145,vpo083,vpo,083,Personal Care - Hair Care
1146,vpo084,vpo,084,Personal Care - Health Care
1147,vpo085,vpo,085,Personal Care - Hygienic Care
1148,vpo086,vpo,086,Personal Care - Oral Care
1149,vpo087,vpo,087,Pet - Cat Food
1150,vpo088,vpo,088,Pet - Cat Supply
1151,vpo089,vpo,089,Pet - Dog Food
1152,vpo090,vpo,090,Pet - Dog Supply
1153,vpo091,vpo,091,Pet - Small Animals
1154,vpo092,vpo,092,Shoes - Fashion Shoes
1155,vpo093,vpo,093,Shoes - Sports Shoes
1156,vpo094,vpo,094,"Snacks, Coffee & Tea - Coffee & Tea"
1157,vpo095,vpo,095,"Snacks, Coffee & Tea - Snacks"
1158,vpo096,vpo,096,Sporting Goods - Exercise & Fitness
1159,vpo097,vpo,097,Sporting Goods - Outdoor & Camping
1160,vpo098,vpo,098,Sporting Goods - Sports Equipment
1161,vpo099,vpo,099,Stationery - Arts & Hobbies
1162,vpo100,vpo,100,Stationery - Novelty
1163,vpo101,vpo,101,Stationery - Office Supplies
1164,vpo102,vpo,102,Toys - Baby Toys
1165,vpo103,vpo,103,Toys - Kids Toys
1166,vpo104,vpo,104,Toys - Kidult Toys
1167,vpo105,vpo,105,all
1168,vpo106,vpo,106,null
1169,vpq001,vpq,001,Accessory - Bag
