member_srl,dpo087,dpo090,cto089,dpo089,cto087,cto090,dpq087,dpq090,dpq089,aas089,gpd089,cto088,gpd087
8057138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358290.0,978.93,0.0,0.0
32034930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358270.0,978.88,0.0,0.0
18395908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358260.0,978.85,0.0,0.0
110910578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358250.0,978.83,0.0,0.0
976343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525750.0,1436.48,0.0,0.0
23366940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358230.0,978.77,0.0,0.0
3452455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358210.0,978.72,0.0,0.0
105763154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579570.0,1583.52,1.0,0.0
17060345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358200.0,978.69,0.0,0.0
668623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358190.0,978.66,0.0,0.0
65595755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525810.0,1436.64,0.0,0.0
108414557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358170.0,978.61,0.0,0.0
107379776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358150.0,978.55,0.0,0.0
107280128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358140.0,978.52,0.0,0.0
10063162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525850.0,1436.75,0.0,0.0
17625255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358130.0,978.5,0.0,0.0
13292394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525880.0,1436.83,0.0,0.0
7300585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358100.0,978.42,0.0,0.0
39160640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525890.0,1436.86,0.0,0.0
2729389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358090.0,978.39,0.0,0.0
8046860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525900.0,1436.89,0.0,0.0
3103536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358080.0,978.36,0.0,0.0
17019346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540070.0,1475.6,0.0,227.51
27494184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525910.0,1436.91,0.0,0.0
38791798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358070.0,978.33,0.0,0.0
51026918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538050.0,1470.08,0.0,190.98
2240886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335420.0,916.45,0.0,397.54
24629406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337340.0,921.69,0.0,356.17
105264832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358050.0,978.28,0.0,0.0
62150359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358040.0,978.25,0.0,0.0
111133342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358020.0,978.2,0.0,0.0
6635564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525970.0,1437.08,0.0,0.0
4972376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358010.0,978.17,0.0,0.0
105927184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531100.0,1451.09,0.0,75.16
11777104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357980.0,978.09,0.0,0.0
20470058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526010.0,1437.19,0.0,0.0
2434172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357970.0,978.06,0.0,0.0
72309721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526790.0,1439.32,0.0,10.93
836508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357960.0,978.03,0.0,0.0
13050650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357950.0,978.01,0.0,0.0
13143534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357940.0,977.98,0.0,0.0
109884967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.31,13.0,2330.38
747589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357930.0,977.95,0.0,0.0
873160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357920.0,977.92,0.0,0.0
6810851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357910.0,977.9,0.0,0.0
35352752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530290.0,1448.88,0.0,61.48
28508604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357890.0,977.84,0.0,0.0
11813044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526100.0,1437.43,0.0,0.0
26518321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349330.0,954.45,0.0,130.27
100823171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357870.0,977.79,0.0,0.0
2138069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526120.0,1437.49,0.0,0.0
6306774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526140.0,1437.54,0.0,0.0
102849045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357810.0,977.62,0.0,0.0
40942548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526180.0,1437.65,0.0,0.0
24960593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357800.0,977.6,0.0,0.0
24202508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357790.0,977.57,0.0,0.0
853857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526200.0,1437.7,0.0,0.0
15073247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357780.0,977.54,0.0,0.0
63722138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357770.0,977.51,0.0,0.0
7318220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357760.0,977.49,0.0,0.0
109091126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357755.0,977.47,0.0,0.0
105556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526230.0,1437.79,0.0,0.0
48693108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357750.0,977.46,0.0,0.0
46650015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357740.0,977.43,0.0,0.0
44383179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526250.0,1437.84,0.0,0.0
7129302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357730.0,977.4,0.0,0.0
66783529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357720.0,977.38,0.0,0.0
173956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526270.0,1437.9,0.0,0.0
46639904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357710.0,977.35,0.0,0.0
31600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357700.0,977.32,0.0,0.0
3733527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526298.0,1437.97,0.0,0.0
25244668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357680.0,977.27,0.0,0.0
10570857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357670.0,977.24,0.0,0.0
2795119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357660.0,977.21,0.0,0.0
102568442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526340.0,1438.09,0.0,0.0
27871015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357630.0,977.13,0.0,0.0
16528099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350410.0,957.4,0.0,108.77
54580530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357610.0,977.08,0.0,0.0
2251300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357600.0,977.05,0.0,0.0
2576485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357590.0,977.02,0.0,0.0
7243769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526400.0,1438.25,0.0,0.0
2718191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357580.0,976.99,0.0,0.0
2290807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304030.0,830.68,1.0,0.0
8913560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333970.0,912.49,0.0,421.17
101390910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526410.0,1438.28,0.0,0.0
2378805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579960.0,1584.59,1.0,0.0
100369295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357560.0,976.94,0.0,0.0
109975128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357556.0,976.93,0.0,0.0
31580853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357550.0,976.91,0.0,0.0
4403688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304010.0,830.63,1.0,0.0
21497415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526440.0,1438.36,0.0,0.0
3993193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357542.0,976.89,0.0,0.0
105434671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357530.0,976.86,0.0,0.0
21341988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526460.0,1438.42,0.0,0.0
15365222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303990.0,830.57,1.0,0.0
2238250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582080.0,1590.38,1.0,48.91
23930366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357500.0,976.78,0.0,0.0
31752591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357490.0,976.75,0.0,0.0
103654277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357486.0,976.74,0.0,0.0
10102606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526510.0,1438.55,0.0,0.0
2228781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357470.0,976.69,0.0,0.0
109013406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357460.0,976.67,0.0,0.0
108842822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531280.0,1451.58,0.0,70.11
9572399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357450.0,976.64,0.0,0.0
2379587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357430.0,976.58,0.0,0.0
716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526560.0,1438.69,0.0,0.0
12631259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574930.0,1570.85,0.0,1243.08
13454419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357410.0,976.53,0.0,0.0
21221923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357400.0,976.5,0.0,0.0
33405641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526590.0,1438.77,0.0,0.0
14453049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357390.0,976.48,0.0,0.0
40370808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526610.0,1438.83,0.0,0.0
19124451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357360.0,976.39,0.0,0.0
1805700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357350.0,976.37,0.0,0.0
51616826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357340.0,976.34,0.0,0.0
5023372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531520.0,1452.24,0.0,72.13
1092050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580110.0,1585.0,1.0,0.0
1200512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526670.0,1438.99,0.0,0.0
15576833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352600.0,963.39,0.0,69.64
101140399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357310.0,976.26,0.0,0.0
5544164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357300.0,976.23,0.0,0.0
9723128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278770.0,761.67,1.0,771.89
63329686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357280.0,976.17,0.0,0.0
16325191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357270.0,976.15,0.0,0.0
9735773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526720.0,1439.13,0.0,0.0
53519649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357260.0,976.12,0.0,0.0
109465512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357250.0,976.09,0.0,0.0
15446131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526740.0,1439.18,0.0,0.0
9836403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357240.0,976.07,0.0,0.0
1578567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357230.0,976.04,0.0,0.0
20616079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357220.0,976.01,0.0,0.0
106823487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526770.0,1439.26,0.0,0.0
101212054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357210.0,975.98,0.0,0.0
12544348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357200.0,975.96,0.0,0.0
105128297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535830.0,1464.02,0.0,139.59
17317161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357190.0,975.93,0.0,0.0
104606907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357180.0,975.9,0.0,0.0
17168892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357170.0,975.87,0.0,0.0
62183123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357150.0,975.82,0.0,0.0
60691475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526840.0,1439.45,0.0,0.0
15779085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357140.0,975.79,0.0,0.0
1642451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357130.0,975.77,0.0,0.0
22861205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357120.0,975.74,0.0,0.0
60885466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357110.0,975.71,0.0,0.0
105162949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357100.0,975.68,0.0,0.0
69877292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357090.0,975.66,0.0,0.0
109799579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526900.0,1439.62,0.0,0.0
7993756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357070.0,975.6,0.0,0.0
108427270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357060.0,975.57,0.0,0.0
36625345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526930.0,1439.7,0.0,0.0
6111855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357040.0,975.52,0.0,0.0
7840608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357020.0,975.46,0.0,0.0
109098958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357010.0,975.44,0.0,0.0
37193722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357000.0,975.41,0.0,0.0
107036325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526990.0,1439.86,0.0,0.0
637650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356990.0,975.38,0.0,0.0
10824358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356980.0,975.36,0.0,0.0
66920948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527010.0,1439.92,0.0,0.0
23936676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356970.0,975.33,0.0,0.0
107165734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356960.0,975.3,0.0,0.0
48058474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527030.0,1439.97,0.0,0.0
47046424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356950.0,975.27,0.0,0.0
106837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356940.0,975.25,0.0,0.0
15681699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356930.0,975.22,0.0,0.0
108509111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527060.0,1440.05,0.0,0.0
62428755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356920.0,975.19,0.0,0.0
1376147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356910.0,975.16,0.0,0.0
15779754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527090.0,1440.14,0.0,0.0
23805549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356890.0,975.11,0.0,0.0
1699195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237770.0,649.64,3.0,147.95
77859645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527100.0,1440.16,0.0,0.0
109243004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356880.0,975.08,0.0,0.0
59301484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356870.0,975.05,0.0,0.0
107442684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356850.0,975.0,0.0,0.0
111797312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356840.0,974.97,0.0,0.0
109091441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527150.0,1440.3,0.0,0.0
8634513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356830.0,974.95,0.0,0.0
3608384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527175.0,1440.37,0.0,0.0
106385247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356800.0,974.86,0.0,0.0
1651525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356785.0,974.82,0.0,0.0
39655314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527200.0,1440.44,0.0,0.0
23345604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356770.0,974.78,0.0,0.0
20877832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356760.0,974.75,0.0,0.0
1557048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356750.0,974.73,0.0,0.0
4990593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527240.0,1440.55,0.0,0.0
1597060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527246.0,1440.56,0.0,0.0
13016167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527250.0,1440.57,0.0,0.0
18937978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356730.0,974.67,0.0,0.0
4254172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527260.0,1440.6,0.0,0.0
42519583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356720.0,974.64,0.0,0.0
14793208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356700.0,974.59,0.0,0.0
53172795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356690.0,974.56,0.0,0.0
75384631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356680.0,974.54,0.0,0.0
1100522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356670.0,974.51,0.0,0.0
57199044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580510.0,1586.09,1.0,0.0
109444927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527320.0,1440.77,0.0,0.0
9135300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531940.0,1453.39,0.0,68.61
26626873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352430.0,962.92,0.0,62.57
41211225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356650.0,974.45,0.0,0.0
39396277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527340.0,1440.82,0.0,0.0
109189366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356640.0,974.43,0.0,0.0
106656240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527350.0,1440.85,0.0,0.0
15691709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356620.0,974.37,0.0,0.0
10451588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356610.0,974.34,0.0,0.0
42354429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356590.0,974.29,0.0,0.0
14261276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349300.0,954.37,0.0,111.34
39184903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527400.0,1440.98,0.0,0.0
107503404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356580.0,974.26,0.0,0.0
18768953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566270.0,1547.19,24.0,4586.83
4509606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356560.0,974.21,0.0,0.0
1019263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356540.0,974.15,0.0,0.0
4736781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303390.0,828.93,1.0,0.0
22001502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356530.0,974.13,0.0,0.0
110544849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356520.0,974.1,0.0,0.0
108927559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527470.0,1441.17,0.0,0.0
51814275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356510.0,974.07,0.0,0.0
5274591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356500.0,974.04,0.0,0.0
43060997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356490.0,974.02,0.0,0.0
11603078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356480.0,973.99,0.0,0.0
100601225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356470.0,973.96,0.0,0.0
16395211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356460.0,973.93,0.0,0.0
37949531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527530.0,1441.34,0.0,0.0
64275332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356450.0,973.91,0.0,0.0
15537626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356440.0,973.88,0.0,0.0
105456612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356430.0,973.85,0.0,0.0
6324393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303320.0,828.74,1.0,0.0
3225202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356420.0,973.83,0.0,0.0
20504610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354310.0,968.06,0.0,30.74
106812199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527570.0,1441.45,0.0,0.0
109320532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356410.0,973.8,0.0,0.0
7320910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527580.0,1441.48,0.0,0.0
21605542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356400.0,973.77,0.0,0.0
42740160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527590.0,1441.5,0.0,0.0
21774326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527598.0,1441.52,0.0,0.0
38279426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356380.0,973.72,0.0,0.0
36658767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356370.0,973.69,0.0,0.0
22854110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356360.0,973.66,0.0,0.0
107153882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527630.0,1441.61,0.0,0.0
13765795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356350.0,973.63,0.0,0.0
12628665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527640.0,1441.64,0.0,0.0
5821003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527650.0,1441.67,0.0,0.0
107853795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356330.0,973.58,0.0,0.0
28605777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356320.0,973.55,0.0,0.0
