member_srl,dpo087,dpo090,cto089,dpo089,cto087,cto090,dpq087,dpq090,dpq089,aas089,gpd089,cto088,gpd087
61207170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402890.0,1100.79,7.0,1572.57
33679591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,3.15,1019080.0,2784.37,4.0,0.0
30601267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566330.0,1547.35,14.0,1489.23
31831427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365190.0,997.79,10.0,371.2
14775471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455242.0,1243.83,8.0,502.7
110374080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,1.0,2550.08
9144329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388020.0,1060.16,17.0,796.58
15151376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483220.0,1320.27,7.0,1555.77
2127012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493090.0,1347.24,8.0,773.44
105485660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551580.0,1507.05,16.0,2096.69
65971841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324390.0,886.31,11.0,1089.18
39558922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334060.0,912.73,9.0,1744.67
34021425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452270.0,1235.71,7.0,1089.56
23514668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333590.0,911.45,16.0,1679.15
21596807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351770.0,961.12,8.0,1943.2
6781036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344940.0,942.46,11.0,453.14
16945511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554680.0,1515.52,11.0,837.98
102500855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385250.0,1052.6,8.0,768.88
103027810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414220.0,1131.75,7.0,1143.42
905779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,165704.0,452.74,0.0,0.0
108785185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498600.0,1362.3,9.0,299.95
5474232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330790.0,903.8,11.0,757.76
10663980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313830.0,857.46,11.0,2770.77
48243761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351780.0,961.15,8.0,2539.18
25426188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495330.0,1353.36,7.0,2658.22
67357942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352180.0,962.24,8.0,1655.46
47763812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545240.0,1489.73,9.0,1259.23
106330685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478740.0,1308.03,7.0,1167.76
3373336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407430.0,1113.2,9.0,83.91
5381048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381490.0,1042.32,7.0,1764.32
105346127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560270.0,1530.79,10.0,1276.94
8320257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360710.0,985.55,11.0,110.41
75021713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562940.0,1538.09,10.0,1419.73
37571876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486900.0,1330.33,7.0,1263.01
34878081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470080.0,1284.37,8.0,403.58
102731393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509940.0,1393.28,9.0,382.95
2194781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384950.0,1051.78,8.0,671.28
104458573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530380.0,1449.13,16.0,711.61
103384177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341329.0,932.59,12.0,320.82
16832693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525932.0,1436.97,8.0,3037.6
7281876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384070.0,1049.37,9.0,230.19
4660195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363666.0,993.62,8.0,1022.6
13995719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338350.0,924.45,16.0,1080.71
1925203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349520.0,954.97,16.0,750.74
32629635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370770.0,1013.03,8.0,828.47
109233011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578440.0,1580.44,11.0,2458.77
7600544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449460.0,1228.03,7.0,796.67
3498051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410430.0,1121.39,8.0,334.89
16847615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320720.0,876.28,13.0,743.39
23047353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305430.0,834.51,13.0,1412.51
7176732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358280.0,978.91,12.0,4275.25
14097183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411000.0,1122.95,8.0,320.49
26579161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370670.0,1012.76,8.0,775.87
29998230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427330.0,1167.57,7.0,764.32
105459239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471090.0,1287.13,7.0,842.4
6086165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486570.0,1329.43,7.0,1007.92
69191888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489910.0,1338.55,8.0,418.63
18251559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298750.0,816.26,12.0,1981.83
104701043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432340.0,1181.26,7.0,725.41
7491561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383450.0,1047.68,7.0,1235.52
12439884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443800.0,1212.57,8.0,181.31
1210737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544610.0,1488.01,8.0,1894.73
106511779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563170.0,1538.72,9.0,1980.52
109592860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523960.0,1431.58,8.0,913.85
5016942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309520.0,845.68,13.0,1015.93
849783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439870.0,1201.83,7.0,667.83
106361701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510600.0,1395.08,7.0,1450.14
52018724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446550.0,1220.08,6.0,2172.73
109115635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519610.0,1419.7,7.0,2151.97
110292456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549900.0,1502.46,9.0,1029.45
103945715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330490.0,902.98,9.0,3081.28
31775776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480950.0,1314.07,8.0,280.63
14061445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439490.0,1200.79,6.0,2327.43
104874351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334740.0,914.59,11.0,371.86
100237204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460030.0,1256.91,19.0,2512.38
13401928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325670.0,889.81,10.0,818.03
11123160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361810.0,988.55,7.0,2103.31
108024438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397960.0,1087.32,7.0,858.99
52838495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397670.0,1086.53,8.0,282.7
108940288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469210.0,1281.99,7.0,684.04
107484213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549000.0,1500.0,8.0,1934.26
10730186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311760.0,851.8,10.0,1333.84
49794015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419950.0,1147.4,6.0,1804.3
1272172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498100.0,1360.93,9.0,0.0
2066750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516842.0,1412.14,17.0,594.45
1677317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505940.0,1382.35,18.0,1047.21
50389620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516310.0,1410.68,8.0,601.42
104057184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577430.0,1577.68,14.0,1125.63
6966341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456450.0,1247.13,7.0,549.78
20761457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433310.0,1183.91,7.0,533.06
105441203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571660.0,1561.91,15.0,3066.86
12022747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,594710.0,1624.89,1.0,0.0
49736722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378100.0,1033.06,7.0,3187.56
13514497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463960.0,1267.65,7.0,565.85
72261848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491890.0,1343.96,7.0,807.54
27105218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479230.0,1309.37,7.0,653.58
102430998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521670.0,1425.33,8.0,649.43
9351564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336340.0,918.96,8.0,2812.6
101279711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414072.0,1131.34,19.0,1465.93
39875583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539810.0,1474.89,10.0,240.22
28238123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551170.0,1505.93,12.0,176.53
101351786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495125.0,1352.8,8.0,261.56
11923230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348540.0,952.3,9.0,447.76
101268631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476600.0,1302.19,8.0,106.97
74658987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428086.0,1169.63,6.0,1389.33
36791740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368318.0,1006.33,8.0,515.98
106672680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387560.0,1058.91,8.0,254.18
6686871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578670.0,1581.07,12.0,3332.05
22391916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538400.0,1471.04,9.0,489.92
106744897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338020.0,923.55,8.0,2971.64
8316215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550620.0,1504.43,11.0,226.8
10887772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441940.0,1207.49,6.0,1283.36
64606244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317530.0,867.57,16.0,2889.78
28646736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327750.0,895.49,16.0,909.13
13969559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541150.0,1478.55,9.0,526.86
29692624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424250.0,1159.15,7.0,457.65
51642459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342010.0,934.45,8.0,1071.17
106059906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352890.0,964.18,17.0,724.26
2251585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575030.0,1571.12,14.0,849.75
2347835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501730.0,1370.85,7.0,831.61
6942104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415250.0,1134.56,6.0,1365.41
3357879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562020.0,1535.57,10.0,670.57
105332799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388410.0,1061.23,7.0,721.94
2300661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480580.0,1313.06,7.0,543.61
26593805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582790.0,1592.32,14.0,1126.2
13185162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336000.0,918.03,11.0,118.28
11124491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559370.0,1528.33,17.0,1968.5
16106745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472520.0,1291.04,6.0,1348.83
71569671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426680.0,1165.79,6.0,1200.66
27705916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447880.0,1223.72,6.0,1160.6
103793415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463160.0,1265.46,19.0,1160.49
45352993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415100.0,1134.15,19.0,1187.6
30242624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568720.0,1553.88,10.0,834.62
100695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,748910.0,2046.2,0.0,0.0
70818507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449870.0,1229.15,18.0,317.73
21604577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407330.0,1112.92,8.0,0.0
75560015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327800.0,895.63,9.0,805.0
28158019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397760.0,1086.78,7.0,545.82
107773160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359220.0,981.48,9.0,138.91
9090829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457360.0,1249.62,6.0,1131.5
100654140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374420.0,1023.01,8.0,284.62
54777651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423700.0,1157.65,17.0,4351.75
54292479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516200.0,1410.38,9.0,0.0
45229409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416530.0,1138.06,7.0,375.04
79829152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576729.0,1575.76,14.0,751.48
33383428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453120.0,1238.03,6.0,1019.97
104206321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295915.0,808.51,13.0,1046.8
107818427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350190.0,956.8,9.0,228.58
1986735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427930.0,1169.21,7.0,297.32
10810228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328370.0,897.19,8.0,1348.28
100011434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489020.0,1336.12,7.0,499.15
7725432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517200.0,1413.11,7.0,927.16
27264957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437812.0,1196.21,18.0,231.2
100561076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421360.0,1151.26,6.0,1008.61
31986994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556680.0,1520.98,11.0,170.52
21870796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448440.0,1225.25,6.0,944.23
8356267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327210.0,894.02,17.0,1276.67
3328955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403400.0,1102.19,7.0,387.57
7528513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467990.0,1278.66,19.0,968.69
15982473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573300.0,1566.39,11.0,568.06
6108672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327640.0,895.19,10.0,331.28
4409740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370000.0,1010.93,7.0,786.58
43313159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341360.0,932.68,7.0,2289.62
11044996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390770.0,1067.68,8.0,0.0
3886599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365940.0,999.84,7.0,847.32
104663198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544780.0,1488.47,9.0,356.78
13719276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322840.0,882.08,8.0,1472.16
8214312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350050.0,956.42,18.0,1208.7
5597557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538770.0,1472.05,9.0,229.1
20033918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450350.0,1230.46,6.0,863.2
106398879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497390.0,1358.99,7.0,494.92
100449792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320130.0,874.67,10.0,467.02
51814622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479110.0,1309.04,6.0,1040.44
23678477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436550.0,1192.76,19.0,769.13
100186252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514090.0,1404.62,7.0,698.63
108863293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357520.0,976.83,8.0,358.93
101503351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376350.0,1028.28,8.0,91.39
111895222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454650.0,1242.21,7.0,156.5
100070388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341940.0,934.26,9.0,235.55
4545059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,612130.0,1672.49,0.0,15.03
79812672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379250.0,1036.2,9.0,4518.85
5439798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352480.0,963.06,7.0,1054.81
2298794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580330.0,1585.6,10.0,912.76
112908946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312330.0,853.36,10.0,602.68
8066923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320680.0,876.17,8.0,1312.98
103751797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546250.0,1492.49,8.0,700.05
42680318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299140.0,817.32,10.0,3205.3
16882611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347470.0,949.37,8.0,446.48
37973604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390470.0,1066.86,7.0,313.25
16119303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297400.0,812.57,9.0,1964.81
11730119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359470.0,982.16,7.0,753.83
7638636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296962.0,811.37,16.0,1804.43
101195847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564230.0,1541.61,9.0,629.84
22911258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451840.0,1234.54,6.0,632.54
36805901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547150.0,1494.95,17.0,3665.9
26561428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391850.0,1070.63,19.0,3384.29
234618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430000.0,1174.86,6.0,604.62
100169959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588000.0,1606.56,9.0,2424.64
109647489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574551.0,1569.81,8.0,2227.54
52830186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581120.0,1587.76,12.0,406.72
102065548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407320.0,1112.9,6.0,712.9
28162057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293540.0,802.02,10.0,1136.56
40408699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465270.0,1271.23,6.0,616.12
1511222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352446.0,962.97,7.0,803.88
45767053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386920.0,1057.16,6.0,934.07
56609583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386720.0,1056.61,7.0,237.87
11364494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344090.0,940.14,9.0,9.81
11312168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349880.0,955.96,8.0,266.94
3232538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429600.0,1173.77,6.0,529.21
48964461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598080.0,1634.1,11.0,1106.56
19196266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440600.0,1203.83,19.0,463.55
10104083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501030.0,1368.93,6.0,948.5
29973512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437599.0,1195.63,6.0,502.38
32321257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501230.0,1369.48,7.0,245.93
18498399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522190.0,1426.75,19.0,1390.14
31283559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468570.0,1280.25,5.0,2123.63
111379289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548170.0,1497.73,8.0,503.93
37052565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422710.0,1154.95,6.0,491.91
100539913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386590.0,1056.26,6.0,815.3
38683704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542170.0,1481.34,8.0,351.69
1906378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445400.0,1216.94,5.0,1520.41
25412885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433830.0,1185.33,6.0,438.17
25006166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297420.0,812.62,9.0,1258.14
39597728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558485.0,1525.92,18.0,2658.14
104099854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513710.0,1403.58,7.0,344.26
33044673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278140.0,759.95,13.0,3013.61
382881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358460.0,979.4,6.0,1477.02
17233938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429340.0,1173.06,5.0,2729.78
14076518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375840.0,1026.89,6.0,951.39
18301806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432110.0,1180.63,5.0,2767.57
3554543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570020.0,1557.43,10.0,255.22
1615540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554570.0,1515.22,7.0,1374.75
10114436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380050.0,1038.39,7.0,199.51
104119205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602240.0,1645.46,13.0,986.89
6203688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393300.0,1074.59,6.0,650.03
104777285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591180.0,1615.25,10.0,890.46
47525435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323250.0,883.2,18.0,1580.3
101130896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498162.0,1361.1,6.0,724.18
6408552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357820.0,977.65,6.0,1362.08
